Entity,Code,Year,Gas production (TWh)
Chile,CHL,1935,0
Chile,CHL,1936,0
Chile,CHL,1937,0
Chile,CHL,1938,0
Chile,CHL,1939,0
Chile,CHL,1940,0
Chile,CHL,1941,0
Chile,CHL,1942,0
Chile,CHL,1943,0
Chile,CHL,1944,0
Chile,CHL,1945,0
Chile,CHL,1946,0
Chile,CHL,1947,0
Chile,CHL,1948,0
Chile,CHL,1949,0.046
Chile,CHL,1950,2.289
Chile,CHL,1951,1.645
Chile,CHL,1952,0.679
Chile,CHL,1953,0.805
Chile,CHL,1954,1.035
Chile,CHL,1955,1.288
Chile,CHL,1956,1.725
Chile,CHL,1957,2.875
Chile,CHL,1958,5.175
Chile,CHL,1959,6.9
Chile,CHL,1960,9.465
Chile,CHL,1961,13.812
Chile,CHL,1962,18.056
Chile,CHL,1963,17.619
Chile,CHL,1964,14.951
Chile,CHL,1965,14.767
Chile,CHL,1966,13.042
Chile,CHL,1967,14.387
Chile,CHL,1968,17.239
Chile,CHL,1969,21.069
Chile,CHL,1970,25.98
Chile,CHL,1971,37.319
Chile,CHL,1972,41.908
Chile,CHL,1973,41.793
Chile,CHL,1974,39.102
Chile,CHL,1975,39.171
Chile,CHL,1976,46.198
Chile,CHL,1977,43.599
Chile,CHL,1978,40.252
Chile,CHL,1979,44.967
Chile,CHL,1980,24.933
Chile,CHL,1981,24.933
Chile,CHL,1982,14.373
Chile,CHL,1983,13.493
Chile,CHL,1984,14.08
Chile,CHL,1985,12.907
Chile,CHL,1986,7.627
Chile,CHL,1987,7.627
Chile,CHL,1988,10.267
Chile,CHL,1989,16.72
Chile,CHL,1990,19.36
Chile,CHL,1991,15.253
Chile,CHL,1992,16.264
Chile,CHL,1993,18.128
Chile,CHL,1994,20.096
Chile,CHL,1995,19.683
Chile,CHL,1996,19.687
Chile,CHL,1997,23.168
Chile,CHL,1998,21.645
Chile,CHL,1999,13.052
Chile,CHL,2000,12.4
Chile,CHL,2001,13.052
Chile,CHL,2002,21.462
Chile,CHL,2003,17.93
Chile,CHL,2004,17.767
Chile,CHL,2005,20.886
Chile,CHL,2006,20.06
Chile,CHL,2007,19.321
Chile,CHL,2008,18.832
Chile,CHL,2009,21.036
Chile,CHL,2010,20.267
Chile,CHL,2011,17.288
Chile,CHL,2012,13.634
Chile,CHL,2013,10.634
Chile,CHL,2014,8.687
Chile,CHL,2015,10.96
Chile,CHL,2016,13.123
China,CHN,1900,0
China,CHN,1901,0
China,CHN,1902,0
China,CHN,1903,0
China,CHN,1904,0
China,CHN,1905,0
China,CHN,1906,0
China,CHN,1907,0
China,CHN,1908,0
China,CHN,1909,0
China,CHN,1910,0
China,CHN,1911,0
China,CHN,1912,0
China,CHN,1913,0
China,CHN,1914,0
China,CHN,1915,0
China,CHN,1916,0
China,CHN,1917,0
China,CHN,1918,0
China,CHN,1919,0
China,CHN,1920,0
China,CHN,1921,0
China,CHN,1922,0
China,CHN,1923,0
China,CHN,1924,0
China,CHN,1925,0
China,CHN,1926,0
China,CHN,1927,0
China,CHN,1928,0
China,CHN,1929,0
China,CHN,1930,0
China,CHN,1931,0
China,CHN,1932,0
China,CHN,1933,0
China,CHN,1934,0
China,CHN,1935,0
China,CHN,1936,0
China,CHN,1937,0
China,CHN,1938,0
China,CHN,1939,0
China,CHN,1940,0
China,CHN,1941,0
China,CHN,1942,0
China,CHN,1943,0
China,CHN,1944,0
China,CHN,1945,0
China,CHN,1946,0
China,CHN,1947,0
China,CHN,1948,0
China,CHN,1949,0
China,CHN,1950,0
China,CHN,1951,0
China,CHN,1952,0
China,CHN,1953,0
China,CHN,1954,0
China,CHN,1955,1.325
China,CHN,1956,2.77
China,CHN,1957,3.974
China,CHN,1958,4.757
China,CHN,1959,5.54
China,CHN,1960,6.323
China,CHN,1961,7.106
China,CHN,1962,7.888
China,CHN,1963,8.671
China,CHN,1964,9.454
China,CHN,1965,10.237
China,CHN,1966,11.02
China,CHN,1967,11.802
China,CHN,1968,12.585
China,CHN,1969,15.355
China,CHN,1970,28.926
China,CHN,1971,37.694
China,CHN,1972,48.781
China,CHN,1973,60.27
China,CHN,1974,75.892
China,CHN,1975,89.196
China,CHN,1976,101.794
China,CHN,1977,122.153
China,CHN,1978,138.38
China,CHN,1979,146.241
China,CHN,1980,143.823
China,CHN,1981,128.402
China,CHN,1982,120.238
China,CHN,1983,123.06
China,CHN,1984,125.278
China,CHN,1985,130.317
China,CHN,1986,138.682
China,CHN,1987,139.993
China,CHN,1988,143.722
China,CHN,1989,151.674
China,CHN,1990,154.183
China,CHN,1991,156.118
China,CHN,1992,159.142
China,CHN,1993,168.969
China,CHN,1994,176.971
China,CHN,1995,180.912
China,CHN,1996,202.722
China,CHN,1997,228.816
China,CHN,1998,234.621
China,CHN,1999,253.962
China,CHN,2000,274.14
China,CHN,2001,305.676
China,CHN,2002,329.179
China,CHN,2003,352.904
China,CHN,2004,417.861
China,CHN,2005,497.08
China,CHN,2006,590.136
China,CHN,2007,697.847
China,CHN,2008,809.317
China,CHN,2009,859.397
China,CHN,2010,965.445
China,CHN,2011,1061.656
China,CHN,2012,1114.781
China,CHN,2013,1218.107
China,CHN,2014,1311.809
China,CHN,2015,1356.689
China,CHN,2016,1379.416
China,CHN,2017,1491.995
China,CHN,2018,1614.189
China,CHN,2019,1775.598
China,CHN,2020,1940.143
Colombia,COL,1900,0
Colombia,COL,1901,0
Colombia,COL,1902,0
Colombia,COL,1903,0
Colombia,COL,1904,0
Colombia,COL,1905,0
Colombia,COL,1906,0
Colombia,COL,1907,0
Colombia,COL,1908,0
Colombia,COL,1909,0
Colombia,COL,1910,0
Colombia,COL,1911,0
Colombia,COL,1912,0
Colombia,COL,1913,0
Colombia,COL,1914,0
Colombia,COL,1915,0
Colombia,COL,1916,0
Colombia,COL,1917,0
Colombia,COL,1918,0
Colombia,COL,1919,0
Colombia,COL,1920,0
Colombia,COL,1921,0
Colombia,COL,1922,0
Colombia,COL,1923,0
Colombia,COL,1924,0
Colombia,COL,1925,0
Colombia,COL,1926,0
Colombia,COL,1927,0
Colombia,COL,1928,0
Colombia,COL,1929,0
Colombia,COL,1930,0
Colombia,COL,1931,0
Colombia,COL,1932,0
Colombia,COL,1933,0
Colombia,COL,1934,0
Colombia,COL,1935,0
Colombia,COL,1936,0
Colombia,COL,1937,6.418
Colombia,COL,1938,6.57
Colombia,COL,1939,6.722
Colombia,COL,1940,6.874
Colombia,COL,1941,7.026
Colombia,COL,1942,7.178
Colombia,COL,1943,7.33
Colombia,COL,1944,7.482
Colombia,COL,1945,7.634
Colombia,COL,1946,7.786
Colombia,COL,1947,7.071
Colombia,COL,1948,4.383
Colombia,COL,1949,6.204
Colombia,COL,1950,6.405
Colombia,COL,1951,6.141
Colombia,COL,1952,2.562
Colombia,COL,1953,6.078
Colombia,COL,1954,6.845
Colombia,COL,1955,6.769
Colombia,COL,1956,7.799
Colombia,COL,1957,7.95
Colombia,COL,1958,9.972
Colombia,COL,1959,4.873
Colombia,COL,1960,5.074
Colombia,COL,1961,5.237
Colombia,COL,1962,7.435
Colombia,COL,1963,8.816
Colombia,COL,1964,10.474
Colombia,COL,1965,11.378
Colombia,COL,1966,13.802
Colombia,COL,1967,14.455
Colombia,COL,1968,15.234
Colombia,COL,1969,16.804
Colombia,COL,1970,12.493
Colombia,COL,1971,13.004
Colombia,COL,1972,15.886
Colombia,COL,1973,16.46
Colombia,COL,1974,17.126
Colombia,COL,1975,14.916
Colombia,COL,1976,15.148
Colombia,COL,1977,17.175
Colombia,COL,1978,22.808
Colombia,COL,1979,26.056
Colombia,COL,1980,27.845
Colombia,COL,1981,30.519
Colombia,COL,1982,32.536
Colombia,COL,1983,35.745
Colombia,COL,1984,36.341
Colombia,COL,1985,37.068
Colombia,COL,1986,36.126
Colombia,COL,1987,38.069
Colombia,COL,1988,36.711
Colombia,COL,1989,37.102
Colombia,COL,1990,39.246
Colombia,COL,1991,38.862
Colombia,COL,1992,39.809
Colombia,COL,1993,38.974
Colombia,COL,1994,40.204
Colombia,COL,1995,42.149
Colombia,COL,1996,45.468
Colombia,COL,1997,56.74
Colombia,COL,1998,64.896
Colombia,COL,1999,56.929
Colombia,COL,2000,57.358
Colombia,COL,2001,59.39
Colombia,COL,2002,59.987
Colombia,COL,2003,57.5
Colombia,COL,2004,61.348
Colombia,COL,2005,64.463
Colombia,COL,2006,67.647
Colombia,COL,2007,72.579
Colombia,COL,2008,87.189
Colombia,COL,2009,101.118
Colombia,COL,2010,108.434
Colombia,COL,2011,105.458
Colombia,COL,2012,115.256
Colombia,COL,2013,132.235
Colombia,COL,2014,123.328
Colombia,COL,2015,116.103
Colombia,COL,2016,120.202
Colombia,COL,2017,122.879
Colombia,COL,2018,128.565
Colombia,COL,2019,131.939
Colombia,COL,2020,132.583
Congo,COG,1980,0.154
Congo,COG,1981,0.184
Congo,COG,1982,0.184
Congo,COG,1983,0.215
Congo,COG,1984,0.215
Congo,COG,1985,0.614
Congo,COG,1986,0.123
Congo,COG,1987,0.614
Congo,COG,1988,0
Congo,COG,1989,0
Congo,COG,1990,0
Congo,COG,1991,0
Congo,COG,1992,0
Congo,COG,1993,0
Congo,COG,1994,0
Congo,COG,1995,0
Congo,COG,1996,0
Congo,COG,1997,0
Congo,COG,1998,0
Congo,COG,1999,0
Congo,COG,2000,0
Congo,COG,2001,0
Congo,COG,2002,0
Congo,COG,2003,0
Congo,COG,2004,0
Congo,COG,2005,1.302
Congo,COG,2006,1.952
Congo,COG,2007,3.145
Congo,COG,2008,4.013
Congo,COG,2009,5.748
Congo,COG,2010,10.087
Congo,COG,2011,12.473
Congo,COG,2012,12.679
Congo,COG,2013,17.896
Congo,COG,2014,16.269
Congo,COG,2015,16.269
Congo,COG,2016,15.184
Cote d'Ivoire,CIV,1980,0
Cote d'Ivoire,CIV,1981,0
Cote d'Ivoire,CIV,1982,0
Cote d'Ivoire,CIV,1983,0
Cote d'Ivoire,CIV,1984,0
Cote d'Ivoire,CIV,1985,0
Cote d'Ivoire,CIV,1986,0
Cote d'Ivoire,CIV,1987,0
Cote d'Ivoire,CIV,1988,0
Cote d'Ivoire,CIV,1989,0
Cote d'Ivoire,CIV,1990,0
Cote d'Ivoire,CIV,1991,0
Cote d'Ivoire,CIV,1992,0
Cote d'Ivoire,CIV,1993,0
Cote d'Ivoire,CIV,1994,0
Cote d'Ivoire,CIV,1995,0.433
Cote d'Ivoire,CIV,1996,3.905
Cote d'Ivoire,CIV,1997,6.508
Cote d'Ivoire,CIV,1998,8.677
Cote d'Ivoire,CIV,1999,14.533
Cote d'Ivoire,CIV,2000,14.642
Cote d'Ivoire,CIV,2001,14.642
Cote d'Ivoire,CIV,2002,13.895
Cote d'Ivoire,CIV,2003,13.895
Cote d'Ivoire,CIV,2004,13.48
Cote d'Ivoire,CIV,2005,13.48
Cote d'Ivoire,CIV,2006,13.48
Cote d'Ivoire,CIV,2007,15.554
Cote d'Ivoire,CIV,2008,16.591
Cote d'Ivoire,CIV,2009,16.591
Cote d'Ivoire,CIV,2010,17.161
Cote d'Ivoire,CIV,2011,16.902
Cote d'Ivoire,CIV,2012,18.457
Cote d'Ivoire,CIV,2013,21.195
Cote d'Ivoire,CIV,2014,21.371
Cote d'Ivoire,CIV,2015,21.392
Cote d'Ivoire,CIV,2016,23.953
Croatia,HRV,1992,19.739
Croatia,HRV,1993,22.429
Croatia,HRV,1994,19.523
Croatia,HRV,1995,21.366
Croatia,HRV,1996,19.523
Croatia,HRV,1997,17.353
Croatia,HRV,1998,17.028
Croatia,HRV,1999,16.811
Croatia,HRV,2000,18.004
Croatia,HRV,2001,19.089
Croatia,HRV,2002,16.378
Croatia,HRV,2003,19.547
Croatia,HRV,2004,17.261
Croatia,HRV,2005,16.192
Croatia,HRV,2006,16.596
Croatia,HRV,2007,21.397
Croatia,HRV,2008,21.439
Croatia,HRV,2009,20.859
Croatia,HRV,2010,20.012
Croatia,HRV,2011,19.072
Croatia,HRV,2012,17.92
Croatia,HRV,2013,15.638
Croatia,HRV,2014,14.761
Croatia,HRV,2015,14.254
Croatia,HRV,2016,12.796
Cuba,CUB,1980,0.184
Cuba,CUB,1981,0.092
Cuba,CUB,1982,0.092
Cuba,CUB,1983,0.092
Cuba,CUB,1984,0.031
Cuba,CUB,1985,0.061
Cuba,CUB,1986,0.061
Cuba,CUB,1987,0.246
Cuba,CUB,1988,0.215
Cuba,CUB,1989,0.338
Cuba,CUB,1990,0.35
Cuba,CUB,1991,0.362
Cuba,CUB,1992,0.375
Cuba,CUB,1993,0.384
Cuba,CUB,1994,0.375
Cuba,CUB,1995,0.445
Cuba,CUB,1996,0.466
Cuba,CUB,1997,8.134
Cuba,CUB,1998,4.338
Cuba,CUB,1999,5.423
Cuba,CUB,2000,6.508
Cuba,CUB,2001,3.254
Cuba,CUB,2002,3.796
Cuba,CUB,2003,4.013
Cuba,CUB,2004,4.013
Cuba,CUB,2005,4.338
Cuba,CUB,2006,4.338
Cuba,CUB,2007,6.166
Cuba,CUB,2008,11.92
Cuba,CUB,2009,11.92
Cuba,CUB,2010,10.995
Cuba,CUB,2011,10.584
Cuba,CUB,2012,10.626
Cuba,CUB,2013,10.954
Cuba,CUB,2014,12.331
Cuba,CUB,2015,12.845
Cuba,CUB,2016,12.229
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Denmark,DNK,1900,0
Denmark,DNK,1901,0
Denmark,DNK,1902,0
Denmark,DNK,1903,0
Denmark,DNK,1904,0
Denmark,DNK,1905,0
Denmark,DNK,1906,0
Denmark,DNK,1907,0
Denmark,DNK,1908,0
Denmark,DNK,1909,0
Denmark,DNK,1910,0
Denmark,DNK,1911,0
Denmark,DNK,1912,0
Denmark,DNK,1913,0
Denmark,DNK,1914,0
Denmark,DNK,1915,0
Denmark,DNK,1916,0
Denmark,DNK,1917,0
Denmark,DNK,1918,0
Denmark,DNK,1919,0
Denmark,DNK,1920,0
Denmark,DNK,1921,0
Denmark,DNK,1922,0
Denmark,DNK,1923,0
Denmark,DNK,1924,0
Denmark,DNK,1925,0
Denmark,DNK,1926,0
Denmark,DNK,1927,0
Denmark,DNK,1928,0
Denmark,DNK,1929,0
Denmark,DNK,1930,0
Denmark,DNK,1931,0
Denmark,DNK,1932,0
Denmark,DNK,1933,0
Denmark,DNK,1934,0
Denmark,DNK,1935,0
Denmark,DNK,1936,0
Denmark,DNK,1937,0
Denmark,DNK,1938,0
Denmark,DNK,1939,0
Denmark,DNK,1940,0
Denmark,DNK,1941,0
Denmark,DNK,1942,0
Denmark,DNK,1943,0
Denmark,DNK,1944,0
Denmark,DNK,1945,0
Denmark,DNK,1946,0
Denmark,DNK,1947,0
Denmark,DNK,1948,0
Denmark,DNK,1949,0
Denmark,DNK,1950,0
Denmark,DNK,1951,0
Denmark,DNK,1952,0
Denmark,DNK,1953,0
Denmark,DNK,1954,0
Denmark,DNK,1955,0
Denmark,DNK,1956,0
Denmark,DNK,1957,0
Denmark,DNK,1958,0
Denmark,DNK,1959,0
Denmark,DNK,1960,0
Denmark,DNK,1961,0
Denmark,DNK,1962,0
Denmark,DNK,1963,0
Denmark,DNK,1964,0
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,2.419
Denmark,DNK,1985,11.697
Denmark,DNK,1986,19.839
Denmark,DNK,1987,25.286
Denmark,DNK,1988,24.973
Denmark,DNK,1989,32.026
Denmark,DNK,1990,32.703
Denmark,DNK,1991,41.088
Denmark,DNK,1992,42.799
Denmark,DNK,1993,46.953
Denmark,DNK,1994,50.874
Denmark,DNK,1995,55.085
Denmark,DNK,1996,66.935
Denmark,DNK,1997,81.939
Denmark,DNK,1998,78.867
Denmark,DNK,1999,80.85
Denmark,DNK,2000,84.995
Denmark,DNK,2001,87.384
Denmark,DNK,2002,88.423
Denmark,DNK,2003,83.766
Denmark,DNK,2004,98.758
Denmark,DNK,2005,109.13
Denmark,DNK,2006,108.43
Denmark,DNK,2007,96.152
Denmark,DNK,2008,104.901
Denmark,DNK,2009,87.568
Denmark,DNK,2010,85.359
Denmark,DNK,2011,68.571
Denmark,DNK,2012,59.912
Denmark,DNK,2013,49.736
Denmark,DNK,2014,48.007
Denmark,DNK,2015,47.935
Denmark,DNK,2016,47.001
Denmark,DNK,2017,50.5
Denmark,DNK,2018,42.928
Denmark,DNK,2019,32.026
Denmark,DNK,2020,13.797
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,0
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,0
Dominican Republic,DOM,1987,0
Dominican Republic,DOM,1988,0
Dominican Republic,DOM,1989,0
Dominican Republic,DOM,1990,0
Dominican Republic,DOM,1991,0
Dominican Republic,DOM,1992,0
Dominican Republic,DOM,1993,0
Dominican Republic,DOM,1994,0
Dominican Republic,DOM,1995,0
Dominican Republic,DOM,1996,0
Dominican Republic,DOM,1997,0
Dominican Republic,DOM,1998,0
Dominican Republic,DOM,1999,0
Dominican Republic,DOM,2000,0
Dominican Republic,DOM,2001,0
Dominican Republic,DOM,2002,0
Dominican Republic,DOM,2003,0
Dominican Republic,DOM,2004,0
Dominican Republic,DOM,2005,0
Dominican Republic,DOM,2006,0
Dominican Republic,DOM,2007,0
Dominican Republic,DOM,2008,0
Dominican Republic,DOM,2009,0
Dominican Republic,DOM,2010,0
Dominican Republic,DOM,2011,0
Dominican Republic,DOM,2012,0
Dominican Republic,DOM,2013,0
Dominican Republic,DOM,2014,0
Dominican Republic,DOM,2015,0
Dominican Republic,DOM,2016,0
Ecuador,ECU,1900,0
Ecuador,ECU,1901,0
Ecuador,ECU,1902,0
Ecuador,ECU,1903,0
Ecuador,ECU,1904,0
Ecuador,ECU,1905,0
Ecuador,ECU,1906,0
Ecuador,ECU,1907,0
Ecuador,ECU,1908,0
Ecuador,ECU,1909,0
Ecuador,ECU,1910,0
Ecuador,ECU,1911,0
Ecuador,ECU,1912,0
Ecuador,ECU,1913,0
Ecuador,ECU,1914,0
Ecuador,ECU,1915,0
Ecuador,ECU,1916,0
Ecuador,ECU,1917,0
Ecuador,ECU,1918,0
Ecuador,ECU,1919,0
Ecuador,ECU,1920,0
Ecuador,ECU,1921,0
Ecuador,ECU,1922,0
Ecuador,ECU,1923,0
Ecuador,ECU,1924,0
Ecuador,ECU,1925,0
Ecuador,ECU,1926,0
Ecuador,ECU,1927,0
Ecuador,ECU,1928,0
Ecuador,ECU,1929,0
Ecuador,ECU,1930,0
Ecuador,ECU,1931,0
Ecuador,ECU,1932,0
Ecuador,ECU,1933,0
Ecuador,ECU,1934,0
Ecuador,ECU,1935,0
Ecuador,ECU,1936,0
Ecuador,ECU,1937,0.482
Ecuador,ECU,1938,0.517
Ecuador,ECU,1939,0.551
Ecuador,ECU,1940,0.586
Ecuador,ECU,1941,0.621
Ecuador,ECU,1942,0.656
Ecuador,ECU,1943,0.69
Ecuador,ECU,1944,0.725
Ecuador,ECU,1945,0.76
Ecuador,ECU,1946,0.795
Ecuador,ECU,1947,1.048
Ecuador,ECU,1948,1.277
Ecuador,ECU,1949,1.313
Ecuador,ECU,1950,1.59
Ecuador,ECU,1951,1.831
Ecuador,ECU,1952,0
Ecuador,ECU,1953,0
Ecuador,ECU,1954,0
Ecuador,ECU,1955,0
Ecuador,ECU,1956,0
Ecuador,ECU,1957,0
Ecuador,ECU,1958,0
Ecuador,ECU,1959,0
Ecuador,ECU,1960,0
Ecuador,ECU,1961,0
Ecuador,ECU,1962,0
Ecuador,ECU,1963,0
Ecuador,ECU,1964,0
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0.193
Ecuador,ECU,1968,0.169
Ecuador,ECU,1969,0.169
Ecuador,ECU,1970,0.169
Ecuador,ECU,1971,0.169
Ecuador,ECU,1972,0.205
Ecuador,ECU,1973,0.337
Ecuador,ECU,1974,0.337
Ecuador,ECU,1975,0.373
Ecuador,ECU,1976,0.373
Ecuador,ECU,1977,0.482
Ecuador,ECU,1978,0.482
Ecuador,ECU,1979,0.422
Ecuador,ECU,1980,1.144
Ecuador,ECU,1981,0.725
Ecuador,ECU,1982,0.763
Ecuador,ECU,1983,1.144
Ecuador,ECU,1984,1.525
Ecuador,ECU,1985,1.525
Ecuador,ECU,1986,1.144
Ecuador,ECU,1987,0.725
Ecuador,ECU,1988,1.068
Ecuador,ECU,1989,1.068
Ecuador,ECU,1990,1.525
Ecuador,ECU,1991,1.23
Ecuador,ECU,1992,1.347
Ecuador,ECU,1993,1.346
Ecuador,ECU,1994,1.346
Ecuador,ECU,1995,1.617
Ecuador,ECU,1996,1.616
Ecuador,ECU,1997,1.347
Ecuador,ECU,1998,1.347
Ecuador,ECU,1999,1.347
Ecuador,ECU,2000,1.885
Ecuador,ECU,2001,2.155
Ecuador,ECU,2002,1.347
Ecuador,ECU,2003,2.02
Ecuador,ECU,2004,2.289
Ecuador,ECU,2005,3.501
Ecuador,ECU,2006,3.771
Ecuador,ECU,2007,3.703
Ecuador,ECU,2008,3.008
Ecuador,ECU,2009,3.238
Ecuador,ECU,2010,3.61
Ecuador,ECU,2011,2.636
Ecuador,ECU,2012,5.656
Ecuador,ECU,2013,5.634
Ecuador,ECU,2014,6.323
Ecuador,ECU,2015,5.437
Ecuador,ECU,2016,5.984
Egypt,EGY,1900,0
Egypt,EGY,1901,0
Egypt,EGY,1902,0
Egypt,EGY,1903,0
Egypt,EGY,1904,0
Egypt,EGY,1905,0
Egypt,EGY,1906,0
Egypt,EGY,1907,0
Egypt,EGY,1908,0
Egypt,EGY,1909,0
Egypt,EGY,1910,0
Egypt,EGY,1911,0
Egypt,EGY,1912,0
Egypt,EGY,1913,0
Egypt,EGY,1914,0
Egypt,EGY,1915,0
Egypt,EGY,1916,0
Egypt,EGY,1917,0
Egypt,EGY,1918,0
Egypt,EGY,1919,0
Egypt,EGY,1920,0
Egypt,EGY,1921,0
Egypt,EGY,1922,0
Egypt,EGY,1923,0
Egypt,EGY,1924,0
Egypt,EGY,1925,0
Egypt,EGY,1926,0
Egypt,EGY,1927,0
Egypt,EGY,1928,0
Egypt,EGY,1929,0
Egypt,EGY,1930,0
Egypt,EGY,1931,0
Egypt,EGY,1932,0
Egypt,EGY,1933,0
Egypt,EGY,1934,0
Egypt,EGY,1935,0
Egypt,EGY,1936,0
Egypt,EGY,1937,0
Egypt,EGY,1938,0
Egypt,EGY,1939,0
Egypt,EGY,1940,0
Egypt,EGY,1941,0
Egypt,EGY,1942,0
Egypt,EGY,1943,0
Egypt,EGY,1944,0
Egypt,EGY,1945,0
Egypt,EGY,1946,0
Egypt,EGY,1947,0
Egypt,EGY,1948,0
Egypt,EGY,1949,0
Egypt,EGY,1950,0
Egypt,EGY,1951,0
Egypt,EGY,1952,0
Egypt,EGY,1953,0
Egypt,EGY,1954,0
Egypt,EGY,1955,0
Egypt,EGY,1956,0
Egypt,EGY,1957,0
Egypt,EGY,1958,0
Egypt,EGY,1959,0
Egypt,EGY,1960,0
Egypt,EGY,1961,0
Egypt,EGY,1962,0
Egypt,EGY,1963,0.626
Egypt,EGY,1964,0.626
Egypt,EGY,1965,0.59
Egypt,EGY,1966,0.674
Egypt,EGY,1967,0.674
Egypt,EGY,1968,0.674
Egypt,EGY,1969,0.855
Egypt,EGY,1970,0.818
Egypt,EGY,1971,0.818
Egypt,EGY,1972,0.683
Egypt,EGY,1973,0.549
Egypt,EGY,1974,0.578
Egypt,EGY,1975,0.481
Egypt,EGY,1976,3.658
Egypt,EGY,1977,4.427
Egypt,EGY,1978,7.122
Egypt,EGY,1979,10.78
Egypt,EGY,1980,20.982
Egypt,EGY,1981,23.485
Egypt,EGY,1982,25.699
Egypt,EGY,1983,30.126
Egypt,EGY,1984,38.692
Egypt,EGY,1985,47.451
Egypt,EGY,1986,54.67
Egypt,EGY,1987,60.445
Egypt,EGY,1988,66.605
Egypt,EGY,1989,74.498
Egypt,EGY,1990,77.674
Egypt,EGY,1991,87.395
Egypt,EGY,1992,94.518
Egypt,EGY,1993,108.666
Egypt,EGY,1994,116.462
Egypt,EGY,1995,120.312
Egypt,EGY,1996,128.012
Egypt,EGY,1997,130.9
Egypt,EGY,1998,134.75
Egypt,EGY,1999,161.7
Egypt,EGY,2000,202.125
Egypt,EGY,2001,242.55
Egypt,EGY,2002,262.762
Egypt,EGY,2003,289.712
Egypt,EGY,2004,317.625
Egypt,EGY,2005,409.062
Egypt,EGY,2006,526.488
Egypt,EGY,2007,536.016
Egypt,EGY,2008,567.586
Egypt,EGY,2009,603.391
Egypt,EGY,2010,590.205
Egypt,EGY,2011,591.433
Egypt,EGY,2012,585.982
Egypt,EGY,2013,539.648
Egypt,EGY,2014,469.61
Egypt,EGY,2015,425.906
Egypt,EGY,2016,402.518
Egypt,EGY,2017,488.126
Egypt,EGY,2018,585.583
Egypt,EGY,2019,649.387
Egypt,EGY,2020,584.654
El Salvador,SLV,1980,0
El Salvador,SLV,1981,0
El Salvador,SLV,1982,0
El Salvador,SLV,1983,0
El Salvador,SLV,1984,0
El Salvador,SLV,1985,0
El Salvador,SLV,1986,0
El Salvador,SLV,1987,0
El Salvador,SLV,1988,0
El Salvador,SLV,1989,0
El Salvador,SLV,1990,0
El Salvador,SLV,1991,0
El Salvador,SLV,1992,0
El Salvador,SLV,1993,0
El Salvador,SLV,1994,0
El Salvador,SLV,1995,0
El Salvador,SLV,1996,0
El Salvador,SLV,1997,0
El Salvador,SLV,1998,0
El Salvador,SLV,1999,0
El Salvador,SLV,2000,0
El Salvador,SLV,2001,0
El Salvador,SLV,2002,0
El Salvador,SLV,2003,0
El Salvador,SLV,2004,0
El Salvador,SLV,2005,0
El Salvador,SLV,2006,0
El Salvador,SLV,2007,0
El Salvador,SLV,2008,0
El Salvador,SLV,2009,0
El Salvador,SLV,2010,0
El Salvador,SLV,2011,0
El Salvador,SLV,2012,0
El Salvador,SLV,2013,0
El Salvador,SLV,2014,0
El Salvador,SLV,2015,0
El Salvador,SLV,2016,0
Eritrea,ERI,1994,0
Eritrea,ERI,1995,0
Eritrea,ERI,1996,0
Eritrea,ERI,1997,0
Eritrea,ERI,1998,0
Eritrea,ERI,1999,0
